PoS-word	#labels	#instances	most common label	#	label	#	label	#	label	#	label	#	label	#	label	#
NNP-mariel Concepcion	1	1	b-noun.person	1												
NNP-kenneth Cole	1	1	b-noun.person	1												
NOUN-celebritites	1	1	b-noun.person	1												
NNP-andy Kaufman	1	1	b-noun.person	1												
NOUN-hearts fan	1	1	b-noun.person	1												
HT-#zodiacfacts	1	1	b-noun.person	1												
NNP-sid	1	1	b-noun.person	1												
NNP-may	1	1	b-noun.person	1												
NOUN-bendtner	1	1	b-noun.person	1												
NOUN-lady Gaga	1	1	b-noun.person	1												
NNP-christine O'Donnell	1	1	b-noun.person	1												
NNP-nk Fam	1	1	b-noun.person	1												
NOUN-karlie Kloss	1	1	b-noun.person	1												
NOUN-single	1	1	b-noun.person	1												
NN-partier	1	1	b-noun.person	1												
NNP-anna Wintor	1	1	b-noun.person	1												
NNP-jack	1	1	b-noun.person	1												
NNP-jan Bloom	1	1	b-noun.person	1												
NN-boyfriend	1	1	b-noun.person	1												
NOUN-david Guetta	1	1	b-noun.person	1												
NNP-snooki	1	1	b-noun.person	1												
NNP-levin	1	1	b-noun.person	1												
NOUN-george Bernard Shaw	1	1	b-noun.person	1												
NNP-pagan	1	1	b-noun.person	1												
NNP-spencer	1	1	b-noun.person	1												
NNP-candy Coated	1	1	b-noun.person	1												
NNP-saints R	1	1	b-noun.person	1												
NOUN-#hokies	1	1	b-noun.person	1												
NOUN-kids	1	1	b-noun.person	1												
NNP-matiin lampu	1	1	b-noun.person	1												
NNP-lady GAGA	1	1	b-noun.person	1												
NNS-niggas	1	1	b-noun.person	1												
NN-rock star	1	1	b-noun.person	1												
NOUN-kevin Wakeford	1	1	b-noun.person	1												
NNS-amateurs	1	1	b-noun.person	1												
NOUN-danity Kane's	1	1	b-noun.person	1												
NNS-masturbators	1	1	b-noun.person	1												
NN-writer	1	1	b-noun.person	1												
NNP-fda Commissioner Margaret Hamburg	1	1	b-noun.person	1												
NNP-~stephen Girard~	1	1	b-noun.person	1												
NNP-gates	1	1	b-noun.person	1												
NOUN-susan Comrie	1	1	b-noun.person	1												
NNS-partners	1	1	b-noun.person	1												
NNP-flyin pilot	1	1	b-noun.person	1												
NNP-jopulse	1	1	b-noun.person	1												
NOUN-manuelgross/management	1	1	b-noun.person	1												
NOUN-guzan	1	1	b-noun.person	1												
NNP-chris	1	1	b-noun.person	1												
HT-#aries	1	1	b-noun.person	1												
NOUN-#shemales	1	1	b-noun.person	1												
NOUN-jack	1	1	b-noun.person	1												
NN-state committe chairman	1	1	b-noun.person	1												
NN-home buyer	1	1	b-noun.person	1												
NNP-carly	1	1	b-noun.person	1												
NNS-friends	1	1	b-noun.person	1												
NNP-rachelle	1	1	b-noun.person	1												
NOUN-key Security Locksmiths	1	1	b-noun.person	1												
NNP-brett Favre	1	1	b-noun.person	1												
HT-#oneofmyfollowers	1	1	b-noun.person	1												
NN-player	1	1	b-noun.person	1												
NOUN-democrat Michelle Diggles	1	1	b-noun.person	1												
NN-dentist	1	1	b-noun.person	1												
NN-coach	1	1	b-noun.person	1												
NN-goonie	1	1	b-noun.person	1												
NN-cross country runner Matt Brooker	1	1	b-noun.person	1												
NOUN-pune film students	1	1	b-noun.person	1												
NN-volleyball player Stephanie Rogers	1	1	b-noun.person	1												
NOUN-bestoftheworsti	1	1	b-noun.person	1												
NOUN-rodgers	1	1	b-noun.person	1												
NNP-broski	1	1	b-noun.person	1												
NNP-s.f. Rabbis	1	1	b-noun.person	1												
NNS-homies	1	1	b-noun.person	1												
NNS-guiseeeee	1	1	b-noun.person	1												
NNP-dierks Bentley	1	1	b-noun.person	1												
NOUN-#gurmmeet Singh	1	1	b-noun.person	1												
NNP-kid Cudi	1	1	b-noun.person	1												
NNP-scooter Braun	1	1	b-noun.person	1												
NOUN-fr Jonathan McLaughlin	1	1	b-noun.person	1												
NNS-cowboys	1	1	b-noun.person	1												
NN-guest Editor Warren Ellis	1	1	b-noun.person	1												
NNP-megan	1	1	b-noun.person	1												
NN-cancer survivor	1	1	b-noun.person	1												
NNP-vinny	1	1	b-noun.person	1												
NOUN-aaron Paul's	1	1	b-noun.person	1												
NNP-wesley Snipes	1	1	b-noun.person	1												
NN-member	1	1	b-noun.person	1												
NNP-wood	1	1	b-noun.person	1												
NNP-marcus Bentley	1	1	b-noun.person	1												
NOUN-kendrick Lamar	1	1	b-noun.person	1												
NNP-john Henry Newman	1	1	b-noun.person	1												
NNS-brothers	1	1	b-noun.person	1												
NN-individual	1	1	b-noun.person	1												
NN-desert dweller	1	1	b-noun.person	1												
NN-somebody	1	1	b-noun.person	1												
NOUN-itsguirodrigues	1	1	b-noun.person	1												
NNP-david MARIL	1	1	b-noun.person	1												
NNP-crazy Steve	1	1	b-noun.person	1												
NNP-paul McCartney	1	1	b-noun.person	1												
NNS-beggers	1	1	b-noun.person	1												
NNP-patricia M	1	1	b-noun.person	1												
NNP-lil WAYNE	1	1	b-noun.person	1												
NNS-[haters	1	1	b-noun.person	1												
NOUN-narendra Modi	1	1	b-noun.person	1												
NOUN-di Resta	1	1	b-noun.person	1												
NOUN-#vilsack	1	1	b-noun.person	1												
NNP-phil	1	1	b-noun.person	1												
NN-cardiologist	1	1	b-noun.person	1												
NOUN-christian	1	1	b-noun.person	1												
NNP-mike McCarthy	1	1	b-noun.person	1												
NOUN-angra	1	1	b-noun.person	1												
NN-college students	1	1	b-noun.person	1												
NN-graduate student	1	1	b-noun.person	1												
NOUN-shemales	1	1	b-noun.person	1												
NOUN-barry Sergeant's	1	1	b-noun.person	1												
NNP-hope Larson	1	1	b-noun.person	1												
NNP-jacquelin	1	1	b-noun.person	1												
NNS-bestfriends	1	1	b-noun.person	1												
NNP-g	1	1	b-noun.person	1												
NOUN-greg Kadel	1	1	b-noun.person	1												
NOUN-actor/wwe Superstar	1	1	b-noun.person	1												
NN-pet Sitter	1	1	b-noun.person	1												
NNS-daughters	1	1	b-noun.person	1												
NN-father	1	1	b-noun.person	1												
NN-wife Cath	1	1	b-noun.person	1												
NOUN-#amateur	1	1	b-noun.person	1												
NNP-joaquin Phoenix	1	1	b-noun.person	1												
NOUN-man	1	1	b-noun.person	1												
NN-p-i-m-p	1	1	b-noun.person	1												
NOUN-dilbert	1	1	b-noun.person	1												
NOUN-accountant/financial controller(ACCA	1	1	b-noun.person	1												
NNP-amber Le Bon	1	1	b-noun.person	1												
NNP-barbara Boxer	1	1	b-noun.person	1												
NOUN-#ceo	1	1	b-noun.person	1												
NOUN-lenny Bonsignore	1	1	b-noun.person	1												
NNP-djs	1	1	b-noun.person	1												
NNP-rocks	1	1	b-noun.person	1												
NNP-mariaelena	1	1	b-noun.person	1												
NNP-drama	1	1	b-noun.person	1												
NNP-clowe	1	1	b-noun.person	1												
NNS-aquarians	1	1	b-noun.person	1												
NNS-kidz	1	1	b-noun.person	1												
NNP-lindsay Lohan	1	1	b-noun.person	1												
NNP-michael Kraus	1	1	b-noun.person	1												
NN-winner	1	1	b-noun.person	1												
NNP-ally Hilfiger	1	1	b-noun.person	1												
NNP-sweet Transvestite	1	1	b-noun.person	1												
NNP-j John	1	1	b-noun.person	1												
NN-director Nigel Cole	1	1	b-noun.person	1												
NNP-deena	1	1	b-noun.person	1												
NNP-mike	1	1	b-noun.person	1												
NNP-dee	1	1	b-noun.person	1												
NN-dietician	1	1	b-noun.person	1												
NN-aunt	1	1	b-noun.person	1												
HT-#monsterlove	1	1	b-noun.person	1												
NN-girl	1	1	b-noun.person	1												
NOUN-rlloria	1	1	b-noun.person	1												
NN-loved one	1	1	b-noun.person	1												
NNP-cedarville SUBWAY Athetes	1	1	b-noun.person	1												
NN-ground	1	1	b-noun.object	1												
NN-diamond	1	1	b-noun.object	1												
NN-mainland	1	1	b-noun.object	1												
NN-lake	1	1	b-noun.object	1												
NOUN-mars	1	1	b-noun.object	1												
NOUN-ocean	1	1	b-noun.object	1												
NN-sun	1	1	b-noun.object	1												
NNS-reasons	1	1	b-noun.motive	1												
NN-time Home Buyer Incentives	1	1	b-noun.motive	1												
NN-time home buyer incentives	1	1	b-noun.motive	1												
NN-wish	1	1	b-noun.motive	1												
NN-lunchroom	1	1	b-noun.location	1												
NNP-sw 67th Ave	1	1	b-noun.location	1												
NNP-st Johns	1	1	b-noun.location	1												
NNP-paris	1	1	b-noun.location	1												
NN-source	1	1	b-noun.location	1												
NOUN-oxford	1	1	b-noun.location	1												
NNP-cathedral of Learning G24	1	1	b-noun.location	1												
NN-gump	1	1	b-noun.location	1												
NOUN-zurich	1	1	b-noun.location	1												
NNP-christchurch	1	1	b-noun.location	1												
NOUN-loudoun County winemaker	1	1	b-noun.location	1												
NNP-nyc	1	1	b-noun.location	1												
NOUN-ca	1	1	b-noun.location	1												
NOUN-#brazil	1	1	b-noun.location	1												
NN-leve	1	1	b-noun.location	1												
NN-zoo	1	1	b-noun.location	1												
NNP-alderwood	1	1	b-noun.location	1												
NOUN-portugal	1	1	b-noun.location	1												
NNP-dayton NJ	1	1	b-noun.location	1												
NOUN-michigan	1	1	b-noun.location	1												
NN-inside	1	1	b-noun.location	1												
NNP-portland	1	1	b-noun.location	1												
NNP-roll And Go Quality Kitchen	1	1	b-noun.location	1												
NNP-louisville	1	1	b-noun.location	1												
NNP-bpa	1	1	b-noun.location	1												
NN-heaven	1	1	b-noun.location	1												
NNP-ashvegas	1	1	b-noun.location	1												
NN-location	1	1	b-noun.location	1												
NNP-london	1	1	b-noun.location	1												
NN-town	1	1	b-noun.location	1												
NNP-sf	1	1	b-noun.location	1												
NOUN-singapore	1	1	b-noun.location	1												
NNP-long Beach	1	1	b-noun.location	1												
NNP-p-d	1	1	b-noun.location	1												
NN-sky	1	1	b-noun.location	1												
NNP-nashville	1	1	b-noun.location	1												
HT-#eritrea	1	1	b-noun.location	1												
NN-boardroom	1	1	b-noun.location	1												
HT-#metropcs	1	1	b-noun.location	1												
NNP-brighton	1	1	b-noun.location	1												
NNP-ak	1	1	b-noun.location	1												
NNP-fishbowl	1	1	b-noun.location	1												
NNP-famous Daves	1	1	b-noun.location	1												
NOUN-damascus	1	1	b-noun.location	1												
NNP-manchester	1	1	b-noun.location	1												
NNP-europe	1	1	b-noun.location	1												
NNP-columbus	1	1	b-noun.location	1												
NNP-onfb	1	1	b-noun.location	1												
NN-psych ward	1	1	b-noun.location	1												
NN-front	1	1	b-noun.location	1												
NNP-oklahoma State	1	1	b-noun.location	1												
NNP-mellow Mushroom	1	1	b-noun.location	1												
NNP-camarillo shelter	1	1	b-noun.location	1												
NOUN-theme parks	1	1	b-noun.location	1												
NNP-kyoto	1	1	b-noun.location	1												
NNP-shreveport	1	1	b-noun.location	1												
NOUN-creamfields	1	1	b-noun.location	1												
NNP-ga	1	1	b-noun.location	1												
NN-archery range	1	1	b-noun.location	1												
NOUN-oz	1	1	b-noun.location	1												
NN-site	1	1	b-noun.location	1												
NNP-cinemark	1	1	b-noun.location	1												
NNP-equinox	1	1	b-noun.location	1												
NNP-berkeley	1	1	b-noun.location	1												
NNS-forests	1	1	b-noun.location	1												
HT-#fancyflow	1	1	b-noun.location	1												
NNP-norfolk Mall Swiss Chalet	1	1	b-noun.location	1												
NN-hair salon	1	1	b-noun.location	1												
NN-section	1	1	b-noun.location	1												
HT-#ryerson	1	1	b-noun.location	1												
NNS-hospital	1	1	b-noun.location	1												
NNP-east Africa	1	1	b-noun.location	1												
NNP-winn-dixie	1	1	b-noun.location	1												
NOUN-switzerland	1	1	b-noun.location	1												
NNP-1st AVE	1	1	b-noun.location	1												
NNP-lucilles	1	1	b-noun.location	1												
NN-field	1	1	b-noun.location	1												
NNP-the Standard	1	1	b-noun.location	1												
NNP-montclair	1	1	b-noun.location	1												
NN-region	1	1	b-noun.location	1												
NOUN-mt	1	1	b-noun.location	1												
NOUN-port	1	1	b-noun.location	1												
NNP-ky	1	1	b-noun.location	1												
NNP-israel	1	1	b-noun.location	1												
NOUN-malaga	1	1	b-noun.location	1												
HT-#mainbuilding ROOM	1	1	b-noun.location	1												
NN-hotel room	1	1	b-noun.location	1												
NNP-dc	1	1	b-noun.location	1												
NNP-wrawby	1	1	b-noun.location	1												
NN-frat house Hattiesburg	1	1	b-noun.location	1												
NNP-barbados	1	1	b-noun.location	1												
NNP-costa Lounge	1	1	b-noun.location	1												
NNP-st Louis	1	1	b-noun.location	1												
NNP-uk	1	1	b-noun.location	1												
NN-twitter	1	1	b-noun.location	1												
NNP-surf Coast	1	1	b-noun.location	1												
NNP-cpr	1	1	b-noun.location	1												
NN-country	1	1	b-noun.location	1												
NOUN-end	1	1	b-noun.location	1												
NNP-la Fitness	1	1	b-noun.location	1												
HT-#dallas	1	1	b-noun.location	1												
NN-lobby	1	1	b-noun.location	1												
NNP-liquids	1	1	b-noun.location	1												
NNP-america	1	1	b-noun.location	1												
NN-living room	1	1	b-noun.location	1												
NNP-hills	1	1	b-noun.location	1												
NNP-north Rift	1	1	b-noun.location	1												
NNP-tahrir Sq	1	1	b-noun.location	1												
NNP-belles mansion	1	1	b-noun.location	1												
NNP-green HARTS	1	1	b-noun.location	1												
HT-#egypt	1	1	b-noun.location	1												
NN-paradise	1	1	b-noun.location	1												
NNP-maldives	1	1	b-noun.location	1												
NOUN-mascotte	1	1	b-noun.location	1												
NN-street	1	1	b-noun.location	1												
NOUN-yopungstown	1	1	b-noun.location	1												
NOUN-billings	1	1	b-noun.location	1												
NN-studio	1	1	b-noun.location	1												
NOUN-l.a	1	1	b-noun.location	1												
NNP-jfk	1	1	b-noun.location	1												
NNP-lot	1	1	b-noun.location	1												
NNP-n.j.	1	1	b-noun.location	1												
NNP-happyzone	1	1	b-noun.location	1												
NNP-south Gate	1	1	b-noun.location	1												
NNP-chicago	1	1	b-noun.location	1												
NNP-asu Step Gallery	1	1	b-noun.location	1												
NNP-herold square	1	1	b-noun.location	1												
NOUN-sri Lanka's west coast	1	1	b-noun.location	1												
NNP-edge	1	1	b-noun.location	1												
NNP-texas	1	1	b-noun.location	1												
NNP-wisconsin	1	1	b-noun.location	1												
NNP-ugly Mug	1	1	b-noun.location	1												
NNP-kolb	1	1	b-noun.location	1												
NOUN-mumbai	1	1	b-noun.location	1												
NNP-alabama	1	1	b-noun.location	1												
NOUN-cedar Park	1	1	b-noun.location	1												
NN-housetonight	1	1	b-noun.location	1												
NNP-marriott	1	1	b-noun.location	1												
NNP-windsor	1	1	b-noun.location	1												
NNP-birmingham	1	1	b-noun.location	1												
NOUN-#damascus	1	1	b-noun.location	1												
NOUN-#syria	1	1	b-noun.location	1												
HT-#atlanta	1	1	b-noun.location	1												
NOUN-atlanta	1	1	b-noun.location	1												
NNP-decatur	1	1	b-noun.location	1												
NNP-st Luke	1	1	b-noun.location	1												
NNP-d	1	1	b-noun.location	1												
NNP-t	1	1	b-noun.location	1												
NNP-st Paul	1	1	b-noun.location	1												
NN-origin	1	1	b-noun.location	1												
NN-spot	1	1	b-noun.location	1												
NNP-metropcs	1	1	b-noun.location	1												
NN-direction	1	1	b-noun.location	1												
NNP-gainesville	1	1	b-noun.location	1												
NNS-locations	1	1	b-noun.location	1												
NNP-8th Ave	1	1	b-noun.location	1												
NNP-temecula	1	1	b-noun.location	1												
NN-distance	1	1	b-noun.location	1												
NNP-route	1	1	b-noun.location	1												
NNP-drm	1	1	b-noun.group	1												
NOUN-google	1	1	b-noun.group	1												
NOUN-vt	1	1	b-noun.group	1												
NOUN-sihuan Pharmaceutical	1	1	b-noun.group	1												
NNS-whoopsies	1	1	b-noun.group	1												
NNP-pxleyes	1	1	b-noun.group	1												
NOUN-advanced Imaging Society	1	1	b-noun.group	1												
NOUN-homeowner association	1	1	b-noun.group	1												
NNP-america's...	1	1	b-noun.group	1												
NNP-scrubs fans	1	1	b-noun.group	1												
NOUN-target	1	1	b-noun.group	1												
NNP-american Professional Football Association	1	1	b-noun.group	1												
NN-company	1	1	b-noun.group	1												
NNP-seahawks	1	1	b-noun.group	1												
NNP-wild	1	1	b-noun.group	1												
NNP-navy	1	1	b-noun.group	1												
NOUN-un	1	1	b-noun.group	1												
NN-everybody WHO	1	1	b-noun.group	1												
NNS-soldiers	1	1	b-noun.group	1												
NNP-tin Lizzie	1	1	b-noun.group	1												
NNP-dt fans	1	1	b-noun.group	1												
NOUN-teens	1	1	b-noun.group	1												
NNP-thedc	1	1	b-noun.group	1												
NOUN-countries	1	1	b-noun.group	1												
NNP-eyeopener	1	1	b-noun.group	1												
NNP-cocofunka	1	1	b-noun.group	1												
NN-jv soccer	1	1	b-noun.group	1												
NNP-at Issue panel	1	1	b-noun.group	1												
NOUN-nube NUMBER	1	1	b-noun.group	1												
NOUN-philarmonic	1	1	b-noun.group	1												
NNS-businesses	1	1	b-noun.group	1												
NOUN-fiorentina	1	1	b-noun.group	1												
NN-overweight category	1	1	b-noun.group	1												
NNS-lions	1	1	b-noun.group	1												
NOUN-un inspectors	1	1	b-noun.group	1												
NNP-calcio	1	1	b-noun.group	1												
NNP-pg&lt;e	1	1	b-noun.group	1												
NNP-a7x	1	1	b-noun.group	1												
NOUN-#us	1	1	b-noun.group	1												
NOUN-school board	1	1	b-noun.group	1												
NNP-wb WILDCATS	1	1	b-noun.group	1												
NOUN-d'tunes	1	1	b-noun.group	1												
NNP-pitt University	1	1	b-noun.group	1												
NN-government	1	1	b-noun.group	1												
NNP-serie A	1	1	b-noun.group	1												
NNS-markets	1	1	b-noun.group	1												
NOUN-egyptians	1	1	b-noun.group	1												
NOUN-apple's	1	1	b-noun.group	1												
NN-production company	1	1	b-noun.group	1												
NN-2nd	1	1	b-noun.group	1												
NNP-techcrunch	1	1	b-noun.group	1												
NNP-ryerson Quidditch team	1	1	b-noun.group	1												
NNS-cruisers	1	1	b-noun.group	1												
NOUN-#ibm	1	1	b-noun.group	1												
NNP-the Sunshine Band	1	1	b-noun.group	1												
NNP-nfl)	1	1	b-noun.group	1												
NN-bench	1	1	b-noun.group	1												
NOUN-tena	1	1	b-noun.group	1												
NOUN-west Ham	1	1	b-noun.group	1												
NNP-society	1	1	b-noun.group	1												
NOUN-la Liga	1	1	b-noun.group	1												
NOUN-royal BAYREUTH	1	1	b-noun.group	1												
NNS-twitfriends	1	1	b-noun.group	1												
NNP-mls	1	1	b-noun.group	1												
NOUN-u.n.	1	1	b-noun.group	1												
NNP-tea Party	1	1	b-noun.group	1												
NNS-protesters	1	1	b-noun.group	1												
NOUN-gmc/chevy/hummer/buick/saturn/	1	1	b-noun.group	1												
NN-animal kingdom	1	1	b-noun.group	1												
NNP-three Days Grace	1	1	b-noun.group	1												
NNP-flowtown	1	1	b-noun.group	1												
NOUN-ibm Software India	1	1	b-noun.group	1												
NNP-green Bay Packers	1	1	b-noun.group	1												
NOUN-tally	1	1	b-noun.group	1												
NNP-sb1070	1	1	b-noun.group	1												
NOUN-music Industry	1	1	b-noun.group	1												
NNP-fayette County	1	1	b-noun.group	1												
NNS-artists	1	1	b-noun.group	1												
NOUN-leicester City	1	1	b-noun.group	1												
NOUN-weapons team	1	1	b-noun.group	1												
NN-family	1	1	b-noun.group	1												
NOUN-soccer FANS	1	1	b-noun.group	1												
NOUN-ladies	1	1	b-noun.group	1												
NOUN-#redgage	1	1	b-noun.group	1												
NNP-nhl Betting Picks	1	1	b-noun.group	1												
NNP-congress	1	1	b-noun.group	1												
NNP-boise State	1	1	b-noun.group	1												
HT-#nfl	1	1	b-noun.group	1												
NOUN-lazio	1	1	b-noun.group	1												
NNP-ahfa	1	1	b-noun.group	1												
NOUN-lt	1	1	b-noun.group	1												
NOUN-group	1	1	b-noun.group	1												
NOUN-peachtree	1	1	b-noun.group	1												
HT-#astros	1	1	b-noun.group	1												
NOUN-premier League	1	1	b-noun.group	1												
NOUN-#soccerfans	1	1	b-noun.group	1												
NOUN-teen TOP	1	1	b-noun.group	1												
NOUN-ssf	1	1	b-noun.group	1												
NNP-kilkenny	1	1	b-noun.group	1												
NNP-kfc	1	1	b-noun.group	1												
NNP-hbcu	1	1	b-noun.group	1												
NN-cast	1	1	b-noun.group	1												
NNP-bruins	1	1	b-noun.group	1												
NOUN-pacific Transload Systems	1	1	b-noun.group	1												
NNS-men	1	1	b-noun.group	1												
NOUN-albion	1	1	b-noun.group	1												
NNP-pedigree	1	1	b-noun.group	1												
NNS-woman	1	1	b-noun.group	1												
NOUN-villa	1	1	b-noun.group	1												
NNP-acf Friday Large Group	1	1	b-noun.group	1												
NNS-varieties	1	1	b-noun.group	1												
NOUN-party	1	1	b-noun.group	1												
NOUN-ballina	1	1	b-noun.group	1												
NN-males	1	1	b-noun.group	1												
NNP-college REPUBLICAN TAILGATE	1	1	b-noun.group	1												
NOUN-unemployed	1	1	b-noun.group	1												
NOUN-police	1	1	b-noun.group	1												
NOUN-cred Communications	1	1	b-noun.group	1												
NNP-2 Steps Back	1	1	b-noun.group	1												
NNP-fall Out Boy	1	1	b-noun.group	1												
NNPS-monsters	1	1	b-noun.group	1												
NN-familia	1	1	b-noun.group	1												
NNP-afl	1	1	b-noun.group	1												
NN-record company	1	1	b-noun.group	1												
NNP-amazon U.K.	1	1	b-noun.group	1												
NNS-ladies	1	1	b-noun.group	1												
NOUN-precious Communications	1	1	b-noun.group	1												
NOUN-tts	1	1	b-noun.group	1												
NN-lingerie football league	1	1	b-noun.group	1												
NOUN-business Standard	1	1	b-noun.group	1												
NNP-linkin Park	1	1	b-noun.group	1												
NOUN-#expertsenterprise	1	1	b-noun.group	1												
NOUN-yelp	1	1	b-noun.group	1												
NOUN-crowds	1	1	b-noun.group	1												
NNS-pisces	1	1	b-noun.group	1												
HT-#oyster fans	1	1	b-noun.group	1												
NNP-wanderers	1	1	b-noun.group	1												
NOUN-dreamyard's	1	1	b-noun.group	1												
NNP-loop PRODUCTION	1	1	b-noun.group	1												
NNS-companies	1	1	b-noun.group	1												
NNS-elfs	1	1	b-noun.group	1												
HT-#padres	1	1	b-noun.group	1												
NN-household	1	1	b-noun.group	1												
NNP-hollywood AZZ RAPPERS	1	1	b-noun.group	1												
NN-bcom class	1	1	b-noun.group	1												
NOUN-snipers	1	1	b-noun.group	1												
NNP-community	1	1	b-noun.group	1												
NOUN-#management	1	1	b-noun.group	1												
NOUN-winners	1	1	b-noun.group	1												
NN-bacon cereal	1	1	b-noun.food	1												
NN-soup	1	1	b-noun.food	1												
NNS-cookies	1	1	b-noun.food	1												
NN-chocolate milkshake	1	1	b-noun.food	1												
NOUN-tako Salad	1	1	b-noun.food	1												
NN-egg rolls	1	1	b-noun.food	1												
NOUN-ponzu sauce	1	1	b-noun.food	1												
NN-fastfood	1	1	b-noun.food	1												
NNS-yummies	1	1	b-noun.food	1												
NNS-oranges	1	1	b-noun.food	1												
NN-lunch	1	1	b-noun.food	1												
NN-chitlins	1	1	b-noun.food	1												
NNS-pizzas	1	1	b-noun.food	1												
NNP-coke	1	1	b-noun.food	1												
NN-dog Food	1	1	b-noun.food	1												
NNS-wings	1	1	b-noun.food	1												
NN-bacon	1	1	b-noun.food	1												
NNP-bubble	1	1	b-noun.food	1												
NNP-chinese food	1	1	b-noun.food	1												
NNP-white Russians	1	1	b-noun.food	1												
NNP-sour Patch kids	1	1	b-noun.food	1												
NN-candy	1	1	b-noun.food	1												
NNS-cocktails	1	1	b-noun.food	1												
NN-favourite	1	1	b-noun.food	1												
NN-drink Specials	1	1	b-noun.food	1												
NNS-donuts	1	1	b-noun.food	1												
NN-pinot	1	1	b-noun.food	1												
NOUN-blueberry muffin	1	1	b-noun.food	1												
NNP-bogo	1	1	b-noun.food	1												
NN-alcohol energy drink	1	1	b-noun.food	1												
NN-crust	1	1	b-noun.food	1												
NN-donut	1	1	b-noun.food	1												
NNP-kahlua	1	1	b-noun.food	1												
NN-breakfast	1	1	b-noun.food	1												
NNP-cherry	1	1	b-noun.food	1												
NOUN-octopus	1	1	b-noun.food	1												
NNS-roasts	1	1	b-noun.food	1												
NNP-coffee	1	1	b-noun.food	1												
NNP-merlot	1	1	b-noun.food	1												
NOUN-cucumber salad	1	1	b-noun.food	1												
NN-beer	1	1	b-noun.food	1												
NNP-pepsi	1	1	b-noun.food	1												
NN-food	1	1	b-noun.food	1												
NNS-leftovers	1	1	b-noun.food	1												
NOUN-sandwich	1	1	b-noun.food	1												
NN-vodka	1	1	b-noun.food	1												
NN-ambivalence	1	1	b-noun.feeling	1												
NN-feeling	1	1	b-noun.feeling	1												
NN-fragile	1	1	b-noun.feeling	1												
NN-anger	1	1	b-noun.feeling	1												
NN-pain	1	1	b-noun.feeling	1												
NOUN-desire	1	1	b-noun.feeling	1												
NOUN-love	1	1	b-noun.feeling	1												
NN-pet peeve	1	1	b-noun.feeling	1												
NN-kick	1	1	b-noun.feeling	1												
NNP-clemson party	1	1	b-noun.event	1												
NNP-tree	1	1	b-noun.event	1												
NOUN-technology Award	1	1	b-noun.event	1												
NN-evangelist revival mass	1	1	b-noun.event	1												
HT-#freebiefriday	1	1	b-noun.event	1												
NNP-thinkmobile	1	1	b-noun.event	1												
NN-epic wave	1	1	b-noun.event	1												
NNP-bong	1	1	b-noun.event	1												
NN-lunch break	1	1	b-noun.event	1												
NNP-30stm concerts	1	1	b-noun.event	1												
NN-throwback	1	1	b-noun.event	1												
NN-bday Bash	1	1	b-noun.event	1												
NN-pow wow	1	1	b-noun.event	1												
NNP-xmas	1	1	b-noun.event	1												
NN-tailgate	1	1	b-noun.event	1												
VBG-feeding time	1	1	b-noun.event	1												
NOUN-@user Art Launch Party	1	1	b-noun.event	1												
NOUN-automotive Refinish Coatings Market	1	1	b-noun.event	1												
NNP-indiesent Exposure	1	1	b-noun.event	1												
NOUN-collision	1	1	b-noun.event	1												
NN-ending	1	1	b-noun.event	1												
NN-quake	1	1	b-noun.event	1												
HT-#flavafridays	1	1	b-noun.event	1												
NNP-london fashion week	1	1	b-noun.event	1												
NOUN-trip	1	1	b-noun.event	1												
NOUN-match	1	1	b-noun.event	1												
NOUN-grassroots Tsunami	1	1	b-noun.event	1												
NOUN-kcon	1	1	b-noun.event	1												
NN-practice session	1	1	b-noun.event	1												
NOUN-farm road crash	1	1	b-noun.event	1												
NNP-cutie Patootie Contest	1	1	b-noun.event	1												
NNP-twice Loved Boutique Breast Cancer Awareness Bag Sale Savings Event	1	1	b-noun.event	1												
NOUN-vma's	1	1	b-noun.event	1												
NN-death	1	1	b-noun.event	1												
NN-overnight	1	1	b-noun.event	1												
NNP-jordan shoe lottery	1	1	b-noun.event	1												
HT-#sbleurope	1	1	b-noun.event	1												
NNP-jfk campaign	1	1	b-noun.event	1												
NNS-events	1	1	b-noun.event	1												
NN-car accident	1	1	b-noun.event	1												
NNP-greek Festival	1	1	b-noun.event	1												
NN-beginning	1	1	b-noun.event	1												
NOUN-#ecomusic	1	1	b-noun.event	1												
NNP-photography Contest	1	1	b-noun.event	1												
NNP-auburn party	1	1	b-noun.event	1												
NN-explosion	1	1	b-noun.event	1												
NOUN-referendum	1	1	b-noun.event	1												
NOUN-thigh muscle injury	1	1	b-noun.event	1												
NN-shower time	1	1	b-noun.event	1												
NN-cocktail friday	1	1	b-noun.event	1												
NN-bday party	1	1	b-noun.event	1												
NOUN-tap	1	1	b-noun.event	1												
NN-daaaaay	1	1	b-noun.event	1												
NN-dance party	1	1	b-noun.event	1												
NNP-new African Soul Event	1	1	b-noun.event	1												
NOUN-fire	1	1	b-noun.event	1												
NNP-sony/bud Light 3D tailgate parties	1	1	b-noun.event	1												
NOUN-two-horse race	1	1	b-noun.event	1												
NN-race	1	1	b-noun.event	1												
NN-country fair today	1	1	b-noun.event	1												
NN-fall festival	1	1	b-noun.event	1												
HT-#the1906andpearlsshow	1	1	b-noun.event	1												
NOUN-event	1	1	b-noun.event	1												
NNP-park(ing	1	1	b-noun.event	1												
NN-autumn	1	1	b-noun.event	1												
NOUN-expo	1	1	b-noun.event	1												
